C
B0#Pd,B1#Pd,B2#Pd,B0#Qd,B1#Qd,B2#Qd,B0#V,B1#V,B2#V,B0#Pg,B1#Pg,B0#Qg,B1#Qg,totPd,totQd,totPg,totQg
Time,Item,Value
31120,1,10.883632
,2,4.77308
,D,15.656712
31130,1,10.879535
,2,4.772075
,D,15.65161
31140,1,10.875493
,2,4.771078
,D,15.646571
31150,1,10.871505
,2,4.77009
,D,15.641595
31160,1,10.86757
,2,4.769111
,D,15.63668
31170,1,10.832933
,2,4.76814
,D,15.601072
31180,1,10.914086
,2,4.767177
,D,15.681263
31190,1,10.910574
,2,4.766223
,D,15.676797
31200,1,10.907111
,2,4.765277
,D,15.672387
31210,1,10.903695
,2,4.764339
,7,9.996843
,8,9.996298
,9,9.419775
,A,10.161161
,D,15.668033
,F,19.580936
31220,1,10.900325
,2,4.76092
,D,15.661245
31230,1,10.897002
,2,4.757336
,D,15.654338
31240,1,10.893724
,2,4.753799
,D,15.647523
31250,1,10.890491
,2,4.75031
,D,15.640801
31260,1,10.887302
,2,4.746868
,D,15.63417
31270,1,10.868315
,2,4.743471
,D,15.611786
31280,1,10.989292
,2,4.74012
,D,15.729412
31290,1,10.987308
,2,4.736813
,D,15.724121
31300,1,10.98535
,2,4.73355
,D,15.7189
31310,1,10.983417
,2,4.730331
,D,15.713748
31320,1,10.981509
,2,4.727155
,D,15.708664
31330,1,10.979625
,2,4.724021
,D,15.703646
31340,1,10.977766
,2,4.720928
,D,15.698694
31350,1,10.97593
,2,4.717877
,D,15.693806
31360,1,10.974118
,2,4.714866
,D,15.688983
31370,1,10.972328
,2,4.711895
,D,15.684223
31380,1,10.970562
,2,4.708963
,D,15.679525
31390,1,10.968818
,2,4.70607
,D,15.674888
31400,1,10.967097
,2,4.703215
,D,15.670312
31410,1,10.965397
,2,4.700398
,D,15.665795
31420,1,10.963719
,2,4.697619
,D,15.661338
31430,1,10.962062
,2,4.694876
,D,15.656938
31440,1,10.960426
,2,4.692169
,D,15.652595
31450,1,10.958811
,2,4.689498
,D,15.648309
31460,1,10.957216
,2,4.686862
,D,15.644078
31470,1,10.955641
,2,4.684261
,D,15.639903
31480,1,10.954086
,2,4.681695
,D,15.635781
31490,1,10.936877
,2,4.679161
,D,15.616038
31500,1,10.96927
,2,4.676662
,D,15.645932
31510,1,10.96885
,2,4.643789
,7,9.996784
,8,9.996351
,9,9.404932
,A,10.149562
,D,15.612639
,F,19.554495
31520,1,10.968432
,2,4.690057
,D,15.658489
31530,1,10.968017
,2,4.688003
,D,15.65602
31540,1,10.967604
,2,4.685977
,D,15.653582
31550,1,10.967194
,2,4.683979
,D,15.651173
31560,1,10.966787
,2,4.682008
,D,15.648795
31570,1,10.966382
,2,4.680064
,D,15.646446
31580,1,10.965979
,2,4.678147
,D,15.644126
31590,1,10.96558
,2,4.676256
,D,15.641835
31600,1,10.965182
,2,4.67439
,D,15.639572
31610,1,10.964787
,2,4.67255
,D,15.637338
31620,1,10.964395
,2,4.670735
,D,15.63513
31630,1,10.964005
,2,4.668945
,D,15.63295
31640,1,10.963617
,2,4.667179
,D,15.630796
31650,1,10.963232
,2,4.665437
,D,15.628669
31660,1,10.96285
,2,4.663718
,D,15.626568
31670,1,10.962469
,2,4.662023
,D,15.624493
31680,1,10.962091
,2,4.660351
,D,15.622443
31690,1,10.961716
,2,4.658702
,D,15.620418
31700,1,10.961343
,2,4.657075
,D,15.618417
31710,1,10.960972
,2,4.65547
,D,15.616441
31720,1,10.960603
,2,4.653886
,D,15.614489
31730,1,10.960237
,2,4.652324
,D,15.612561
31740,1,10.959873
,2,4.650784
,D,15.610656
31750,1,10.959511
,2,4.649263
,D,15.608775
31760,1,10.959152
,2,4.647764
,D,15.606916
31770,1,10.958794
,2,4.646285
,D,15.605079
31780,1,10.95844
,2,4.644825
,D,15.603265
31790,1,10.957668
,2,4.643385
,D,15.601054
31800,1,10.956646
,2,4.641965
,D,15.598611
31810,1,10.948788
,2,4.619243
,7,9.996777
,8,9.996372
,9,9.378598
,A,10.128536
,D,15.568031
,F,19.507134
31820,1,11.019465
,2,4.621501
,D,15.640966
31830,1,11.018622
,2,4.621212
,D,15.639834
31840,1,11.017784
,2,4.620925
,D,15.63871
31850,1,11.016953
,2,4.620641
,D,15.637594
31860,1,11.016127
,2,4.620359
,D,15.636486
31870,1,11.015308
,2,4.620079
,D,15.635386
31880,1,11.014494
,2,4.6198
,D,15.634295
31890,1,11.013686
,2,4.619524
,D,15.633211
31900,1,11.012885
,2,4.616403
,D,15.629287
31910,1,11.012088
,2,4.634522
,D,15.64661
31920,1,11.011298
,2,4.631859
,D,15.643157
31930,1,11.010513
,2,4.629236
,D,15.63975
31940,1,11.009734
,2,4.626653
,D,15.636387
31950,1,11.008961
,2,4.624108
,D,15.633069
31960,1,11.008193
,2,4.621601
,D,15.629794
31970,1,11.007431
,2,4.619132
,D,15.626563
31980,1,11.006674
,2,4.6167
,D,15.623374
31990,1,11.005923
,2,4.614305
,D,15.620228
32000,1,11.005177
,2,4.611945
,D,15.617122
32010,1,11.004437
,2,4.609079
,D,15.613515
32020,1,11.003702
,2,4.606118
,D,15.60982
32030,1,11.002972
,2,4.603197
,D,15.606169
32040,1,11.002247
,2,4.600315
,D,15.602563
32050,1,11.001528
,2,4.597472
,D,15.599
32060,1,11.000814
,2,4.594666
,D,15.595479
32070,1,11.000105
,2,4.591897
,D,15.592002
32080,1,10.999401
,2,4.589165
,D,15.588566
32090,1,10.978375
,2,4.586469
,D,15.564844
32100,1,11.062936
,2,4.583808
,D,15.646744
32110,1,11.062404
,2,4.581183
,7,9.996709
,8,9.996407
,9,9.405227
,A,10.150137
,D,15.643587
,F,19.555364
32120,1,11.061876
,2,4.578593
,D,15.640468
32130,1,11.061351
,2,4.576036
,D,15.637388
32140,1,11.060831
,2,4.573514
,D,15.634345
32150,1,11.060315
,2,4.571024
,D,15.63134
32160,1,11.059803
,2,4.568568
,D,15.628371
32170,1,11.059294
,2,4.566144
,D,15.625438
32180,1,11.05879
,2,4.561243
,D,15.620033
32190,1,11.058289
,2,4.55622
,D,15.614509
32200,1,11.057791
,2,4.550888
,D,15.608679
32210,1,11.057298
,2,4.545574
,D,15.602872
32220,1,11.056808
,2,4.540332
,D,15.59714
32230,1,11.056322
,2,4.535161
,D,15.591484
32240,1,11.05584
,2,4.530061
,D,15.585901
32250,1,11.055361
,2,4.52503
,D,15.580391
32260,1,11.054886
,2,4.520068
,D,15.574954
32270,1,11.054414
,2,4.515173
,D,15.569587
32280,1,11.053946
,2,4.510344
,D,15.56429
32290,1,11.053481
,2,4.505581
,D,15.559062
32300,1,11.05302
,2,4.500882
,D,15.553902
32310,1,11.052563
,2,4.496247
,D,15.548809
32320,1,11.052108
,2,4.491674
,D,15.543783
32330,1,11.051658
,2,4.487164
,D,15.538821
32340,1,11.05121
,2,4.482714
,D,15.533924
32350,1,11.050766
,2,4.478324
,D,15.52909
32360,1,11.050325
,2,4.473994
,D,15.524319
32370,1,11.049888
,2,4.469722
,D,15.51961
32380,1,11.049454
,2,4.465508
,D,15.514961
32390,1,11.049023
,2,4.46135
,D,15.510373
32400,1,11.048595
,2,4.457248
,D,15.505844
32410,1,11.048171
,2,4.453202
,7,9.996671
,8,9.996483
,9,9.326784
,A,10.087586
,D,15.501373
,F,19.41437
32420,1,11.047749
,2,4.44921
,D,15.496959
32430,1,11.047331
,2,4.445271
,D,15.492603
32440,1,11.046916
,2,4.441386
,D,15.488302
32450,1,11.046504
,2,4.437552
,D,15.484057
32460,1,11.046096
,2,4.433653
,D,15.479749
32470,1,11.04569
,2,4.429653
,D,15.475343
32480,1,11.045287
,2,4.425704
,D,15.470992
32490,1,11.044888
,2,4.421806
,D,15.466694
32500,1,11.044491
,2,4.396927
,D,15.441418
32510,1,11.044097
,2,4.522475
,D,15.566572
32520,1,11.043707
,2,4.5198
,D,15.563506
32530,1,11.043319
,2,4.517156
,D,15.560475
32540,1,11.042934
,2,4.514544
,D,15.557478
32550,1,11.042552
,2,4.511963
,D,15.554515
32560,1,11.042173
,2,4.509412
,D,15.551585
32570,1,11.041796
,2,4.506891
,D,15.548688
32580,1,11.041423
,2,4.5044
,D,15.545823
32590,1,11.041052
,2,4.501938
,D,15.542991
32600,1,11.040684
,2,4.499505
,D,15.54019
32610,1,11.040319
,2,4.497101
,D,15.53742
32620,1,11.039957
,2,4.494725
,D,15.534682
32630,1,11.039597
,2,4.492377
,D,15.531974
32640,1,11.03924
,2,4.490056
,D,15.529296
32650,1,11.036639
,2,4.487762
,D,15.524401
32660,1,11.033621
,2,4.485495
,D,15.519116
32670,1,11.030646
,2,4.483254
,D,15.5139
32680,1,11.027713
,2,4.481039
,D,15.508752
32690,1,11.024821
,2,4.47885
,D,15.503671
32700,1,11.02197
,2,4.476686
,D,15.498656
32710,1,11.019159
,2,4.474548
,7,9.996689
,8,9.996472
,9,9.322824
,A,10.084335
,D,15.493706
,F,19.407159
32720,1,11.016387
,2,4.472434
,D,15.488821
32730,1,11.01312
,2,4.470344
,D,15.483464
32740,1,11.009552
,2,4.468279
,D,15.477831
32750,1,11.006031
,2,4.466237
,D,15.472268
32760,1,11.002556
,2,4.464218
,D,15.466775
32770,1,10.999126
,2,4.440394
,D,15.43952
32780,1,10.995741
,2,4.478578
,D,15.474319
32790,1,10.992399
,2,4.477704
,D,15.470103
32800,1,10.989101
,2,4.476835
,D,15.465936
32810,1,10.985846
,2,4.475973
,D,15.461819
32820,1,10.982552
,2,4.475116
,D,15.457668
32830,1,10.978946
,2,4.474266
,D,15.453212
32840,1,10.975386
,2,4.473421
,D,15.448807
32850,1,10.971869
,2,4.472582
,D,15.444451
32860,1,10.968395
,2,4.47175
,D,15.440145
32870,1,10.964964
,2,4.470923
,D,15.435887
32880,1,10.961576
,2,4.470102
,D,15.431678
32890,1,10.958229
,2,4.469286
,D,15.427516
32900,1,10.954924
,2,4.468477
,D,15.4234
32910,1,10.951659
,2,4.467673
,D,15.419332
32920,1,10.948434
,2,4.466874
,D,15.415308
32930,1,10.945249
,2,4.466082
,D,15.41133
32940,1,10.942102
,2,4.465294
,D,15.407397
32950,1,10.938995
,2,4.464513
,D,15.403507
32960,1,10.935925
,2,4.463736
,D,15.399661
32970,1,10.932893
,2,4.462966
,D,15.395858
32980,1,10.929898
,2,4.4622
,D,15.392098
32990,1,10.926939
,2,4.46144
,D,15.388379
33000,1,10.891399
,2,4.460685
,D,15.352084
33010,1,10.975375
,2,4.459936
,7,9.996742
,8,9.996481
,9,9.241414
,A,10.018997
,D,15.43531
,F,19.260411
33020,1,10.972791
,2,4.459191
,D,15.431983
33030,1,10.969944
,2,4.458452
,D,15.428396
33040,1,10.96655
,2,4.457718
,D,15.424268
33050,1,10.963195
,2,4.456989
,D,15.420185
33060,1,10.959881
,2,4.456266
,D,15.416147
33070,1,10.956606
,2,4.455547
,D,15.412153
33080,1,10.95337
,2,4.454833
,D,15.408203
33090,1,10.950173
,2,4.454124
,D,15.404297
33100,1,10.947013
,2,4.453421
,D,15.400433
33110,1,10.943891
,2,4.452722
,D,15.396612
33120,1,10.940805
,2,4.452028
,D,15.392833
33130,1,10.937756
,2,4.451338
,D,15.389095
33140,1,10.934744
,2,4.450654
,D,15.385398
33150,1,10.931767
,2,4.449974
,D,15.381741
33160,1,10.928825
,2,4.449299
,D,15.378124
33170,1,10.925917
,2,4.448629
,D,15.374546
33180,1,10.923044
,2,4.447964
,D,15.371008
33190,1,10.920205
,2,4.447303
,D,15.367508
33200,1,10.917399
,2,4.446646
,D,15.364046
33210,1,10.914627
,2,4.442761
,D,15.357388
33220,1,10.911886
,2,4.499371
,D,15.411258
33230,1,10.909179
,2,4.498998
,D,15.408177
33240,1,10.891699
,2,4.498628
,D,15.390327
33250,1,10.83208
,2,4.49826
,D,15.33034
33260,1,10.830543
,2,4.497894
,D,15.328437
33270,1,10.82902
,2,4.497531
,D,15.326551
33280,1,10.827512
,2,4.49717
,D,15.324682
33290,1,10.826018
,2,4.496811
,D,15.32283
33300,1,10.824538
,2,4.496455
,D,15.320993
33310,1,10.823072
,2,4.496101
,7,9.996784
,8,9.99646
,9,9.224209
,A,10.005049
,D,15.319174
,F,19.229258
33320,1,10.82162
,2,4.484744
,D,15.306365
33330,1,10.820182
,2,4.563889
,D,15.384071
33340,1,10.818757
,2,4.563715
,D,15.382472
33350,1,10.817345
,2,4.563542
,D,15.380887
33360,1,10.815947
,2,4.56337
,D,15.379317
33370,1,10.814562
,2,4.563199
,D,15.377761
33380,1,10.81319
,2,4.563028
,D,15.376218
33390,1,10.811831
,2,4.562859
,D,15.37469
33400,1,10.810485
,2,4.56269
,D,15.373175
33410,1,10.809151
,2,4.562522
,D,15.371673
33420,1,10.87083
,2,4.562355
,D,15.433185
33430,1,10.869522
,2,4.562189
,D,15.431711
33440,1,10.868226
,2,4.562023
,D,15.430249
33450,1,10.866942
,2,4.561859
,D,15.4288
33460,1,10.86567
,2,4.561695
,D,15.427365
33470,1,10.86441
,2,4.561532
,D,15.425942
33480,1,10.863161
,2,4.56137
,D,15.424531
33490,1,10.861925
,2,4.561209
,D,15.423134
33500,1,10.8607
,2,4.561048
,D,15.421748
33510,1,10.859487
,2,4.560888
,D,15.420376
33520,1,10.858285
,2,4.56073
,D,15.419015
33530,1,10.857095
,2,4.560571
,D,15.417666
33540,1,10.855916
,2,4.560414
,D,15.41633
33550,1,10.854747
,2,4.560219
,D,15.414966
33560,1,10.85359
,2,4.559669
,D,15.41326
33570,1,10.852444
,2,4.559123
,D,15.411567
33580,1,10.851308
,2,4.558581
,D,15.409889
33590,1,10.850183
,2,4.558041
,D,15.408224
33600,1,10.849069
,2,4.557504
,D,15.406574
33610,1,10.847965
,2,4.556971
,7,9.996795
,8,9.996423
,9,9.271828
,A,10.043079
,D,15.404937
,F,19.314907
33620,1,10.846872
,2,4.556441
,D,15.403313
33630,1,10.845789
,2,4.555914
,D,15.401703
33640,1,10.844716
,2,4.55539
,D,15.400106
33650,1,10.83502
,2,4.55472
,D,15.389741
33660,1,10.860685
,2,4.553769
,D,15.414454
33670,1,10.859945
,2,4.552824
,D,15.412769
33680,1,10.858991
,2,4.551886
,D,15.410877
33690,1,10.858044
,2,4.550954
,D,15.408998
33700,1,10.857104
,2,4.550029
,D,15.407133
33710,1,10.856172
,2,4.54911
,D,15.405282
33720,1,10.855248
,2,4.548197
,D,15.403445
33730,1,10.854331
,2,4.547291
,D,15.401621
33740,1,10.853421
,2,4.54639
,D,15.399811
33750,1,10.852519
,2,4.545496
,D,15.398015
33760,1,10.851624
,2,4.544608
,D,15.396232
33770,1,10.850735
,2,4.543726
,D,15.394462
33780,1,10.849855
,2,4.542851
,D,15.392705
33790,1,10.848981
,2,4.541981
,D,15.390962
33800,1,10.848114
,2,4.541117
,D,15.389231
33810,1,10.847254
,2,4.540259
,D,15.387513
33820,1,10.846401
,2,4.536916
,D,15.383316
33830,1,10.845554
,2,4.533407
,D,15.378961
33840,1,10.844715
,2,4.529944
,D,15.374658
33850,1,10.843882
,2,4.526526
,D,15.370407
33860,1,10.843055
,2,4.523152
,D,15.366208
33870,1,10.842236
,2,4.519822
,D,15.362058
33880,1,10.841368
,2,4.516536
,D,15.357904
33890,1,10.840292
,2,4.513292
,D,15.353584
33900,1,10.839224
,2,4.51009
,D,15.349315
33910,1,10.838164
,2,4.50693
,7,9.996782
,8,9.996451
,9,9.239957
,A,10.017649
,D,15.345094
,F,19.257606
33920,1,10.837112
,2,4.503811
,D,15.340922
33930,1,10.836067
,2,4.500731
,D,15.336798
33940,1,10.835029
,2,4.497692
,D,15.332721
33950,1,10.816241
,2,4.494692
,D,15.310933
33960,1,10.776703
,2,4.49173
,D,15.268433
33970,1,10.775017
,2,4.488807
,D,15.263823
33980,1,10.774528
,2,4.485921
,D,15.260449
33990,1,10.774042
,2,4.483072
,D,15.257114
34000,1,10.773559
,2,4.48026
,D,15.253818
34010,1,10.773078
,2,4.477483
,D,15.250561
34020,1,10.772599
,2,4.474742
,D,15.247341
34030,1,10.772122
,2,4.472037
,D,15.244159
34040,1,10.771648
,2,4.469366
,D,15.241014
34050,1,10.771177
,2,4.466728
,D,15.237905
34060,1,10.770707
,2,4.464125
,D,15.234832
34070,1,10.77024
,2,4.461555
,D,15.231795
34080,1,10.769776
,2,4.459017
,D,15.228793
34090,1,10.769313
,2,4.456511
,D,15.225825
34100,1,10.768853
,2,4.454038
,D,15.222891
34110,1,10.768396
,2,4.451595
,D,15.219991
34120,1,10.76794
,2,4.449184
,D,15.217124
34130,1,10.767487
,2,4.446662
,D,15.214149
34140,1,10.767036
,2,4.444043
,D,15.211079
34150,1,10.766168
,2,4.441455
,D,15.207623
34160,1,10.76505
,2,4.438897
,D,15.203947
34170,1,10.763939
,2,4.43637
,D,15.200309
34180,1,10.762835
,2,4.433872
,D,15.196707
34190,1,10.761739
,2,4.431404
,D,15.193142
34200,1,10.760649
,2,4.428964
,D,15.189613
34210,1,10.759567
,2,4.426554
,7,9.996788
,8,9.9965
,9,9.15115
,A,9.946607
,D,15.18612
,F,19.097757
34220,1,10.758491
,2,4.424171
,D,15.182662
34230,1,10.757423
,2,4.421816
,D,15.179239
34240,1,10.756361
,2,4.419489
,D,15.17585
34250,1,10.845306
,2,4.417189
,D,15.262495
34260,1,10.844259
,2,4.414915
,D,15.259174
34270,1,10.843218
,2,4.412668
,D,15.255886
34280,1,10.842183
,2,4.4099
,D,15.252084
34290,1,10.841156
,2,4.449655
,D,15.290811
34300,1,10.840135
,2,4.447593
,D,15.287727
34310,1,10.83912
,2,4.445555
,D,15.284675
34320,1,10.838113
,2,4.443541
,D,15.281654
34330,1,10.837111
,2,4.441552
,D,15.278663
34340,1,10.836117
,2,4.439585
,D,15.275702
34350,1,10.835128
,2,4.437642
,D,15.272771
34360,1,10.834146
,2,4.435722
,D,15.269868
34370,1,10.833171
,2,4.433825
,D,15.266995
34380,1,10.832201
,2,4.431597
,D,15.263799
34390,1,10.830823
,2,4.429312
,D,15.260135
34400,1,10.829194
,2,4.427052
,D,15.256246
34410,1,10.827577
,2,4.403428
,D,15.231004
34420,1,10.82597
,2,4.404928
,D,15.230898
34430,1,10.824375
,2,4.403817
,D,15.228192
34440,1,10.822791
,2,4.402713
,D,15.225504
34450,1,10.821217
,2,4.401618
,D,15.222835
34460,1,10.909655
,2,4.40053
,D,15.310185
34470,1,10.908103
,2,4.39945
,D,15.307553
34480,1,10.906562
,2,4.398378
,D,15.304939
34490,1,10.905031
,2,4.397313
,D,15.302344
34500,1,10.903511
,2,4.396255
,D,15.299766
34510,1,10.902002
,2,4.395205
,7,9.996713
,8,9.99652
,9,9.212261
,A,9.995811
,D,15.297207
,F,19.208072
34520,1,10.900503
,2,4.394162
,D,15.294665
34530,1,10.899014
,2,4.393127
,D,15.292141
34540,1,10.897535
,2,4.392099
,D,15.289634
34550,1,10.896067
,2,4.391078
,D,15.287145
34560,1,10.894608
,2,4.390064
,D,15.284673
34570,1,10.89316
,2,4.389058
,D,15.282218
34580,1,10.891721
,2,4.388058
,D,15.27978
34590,1,10.890293
,2,4.387066
,D,15.277359
34600,1,10.888874
,2,4.38608
,D,15.274955
34610,1,10.887465
,2,4.385102
,D,15.272567
34620,1,10.886066
,2,4.38413
,D,15.270196
34630,1,10.884676
,2,4.383165
,D,15.267841
34640,1,10.883296
,2,4.382207
,D,15.265503
34650,1,10.881925
,2,4.381255
,D,15.263181
34660,1,10.880564
,2,4.38031
,D,15.260874
34670,1,10.879212
,2,4.379372
,D,15.258584
34680,1,10.877869
,2,4.378441
,D,15.25631
34690,1,10.876536
,2,4.377516
,D,15.254051
34700,1,10.875211
,2,4.376597
,D,15.251808
34710,1,10.873896
,2,4.375685
,D,15.249581
34720,1,10.87259
,2,4.374515
,D,15.247105
34730,1,10.871292
,2,4.37274
,D,15.244032
34740,1,10.870004
,2,4.370979
,D,15.240983
34750,1,10.868724
,2,4.369232
,D,15.237957
34760,1,10.867453
,2,4.367501
,D,15.234954
34770,1,10.866191
,2,4.365783
,D,15.231975
34780,1,10.864938
,2,4.342977
,D,15.207915
34790,1,10.863693
,2,4.394962
,D,15.258655
34800,1,10.862456
,2,4.39346
,D,15.255916
34810,1,10.861228
,2,4.39197
,7,9.996731
,8,9.996522
,9,9.187908
,A,9.976259
,D,15.253199
,F,19.164167
34820,1,10.860009
,2,4.390493
,D,15.250502
34830,1,10.858798
,2,4.389028
,D,15.247826
34840,1,10.857595
,2,4.387576
,D,15.245171
34850,1,10.8564
,2,4.386136
,D,15.242536
34860,1,10.855213
,2,4.384708
,D,15.239921
34870,1,10.853641
,2,4.383291
,D,15.236932
34880,1,10.851799
,2,4.381887
,D,15.233685
34890,1,10.849969
,2,4.380494
,D,15.230463
34900,1,10.848153
,2,4.379113
,D,15.227266
34910,1,10.846349
,2,4.377743
,D,15.224092
34920,1,10.844558
,2,4.376385
,D,15.220943
34930,1,10.84278
,2,4.375038
,D,15.217818
34940,1,10.841014
,2,4.373703
,D,15.214717
34950,1,10.839261
,2,4.372378
,D,15.211639
34960,1,10.83752
,2,4.371065
,D,15.208585
34970,1,10.835792
,2,4.369762
,D,15.205554
34980,1,10.834076
,2,4.36847
,D,15.202546
34990,1,10.832372
,2,4.367189
,D,15.199561
35000,1,10.830679
,2,4.365919
,D,15.196599
35010,1,10.828999
,2,4.340706
,D,15.169705
35020,1,10.827331
,2,4.42836
,D,15.255691
35030,1,10.825675
,2,4.427277
,D,15.252952
35040,1,10.82403
,2,4.426204
,D,15.250234
35050,1,10.822397
,2,4.425141
,D,15.247537
35060,1,10.820775
,2,4.424086
,D,15.244861
35070,1,10.819165
,2,4.42304
,D,15.242205
35080,1,10.817566
,2,4.422004
,D,15.239569
35090,1,10.815978
,2,4.420976
,D,15.236954
35100,1,10.814402
,2,4.419957
,D,15.234359
35110,1,10.812837
,2,4.418947
,7,9.996761
,8,9.996506
,9,9.17598
,A,9.966584
,D,15.231783
,F,19.142564
35120,1,10.811282
,2,4.417372
,D,15.228654
35130,1,10.809739
,2,4.415506
,D,15.225245
35140,1,10.808207
,2,4.413656
,D,15.221863
35150,1,10.806685
,2,4.411824
,D,15.218509
35160,1,10.805174
,2,4.410008
,D,15.215183
35170,1,10.803674
,2,4.408209
,D,15.211883
35180,1,10.802185
,2,4.406427
,D,15.208611
35190,1,10.800705
,2,4.40466
,D,15.205366
35200,1,10.799237
,2,4.40291
,D,15.202147
35210,1,10.797778
,2,4.401175
,D,15.198954
35220,1,10.79633
,2,4.399457
,D,15.195787
35230,1,10.794892
,2,4.397754
,D,15.192646
35240,1,10.793465
,2,4.396067
,D,15.189531
35250,1,10.792047
,2,4.394395
,D,15.186442
35260,1,10.790639
,2,4.392738
,D,15.183377
35270,1,10.789241
,2,4.391096
,D,15.180338
35280,1,10.787854
,2,4.389469
,D,15.177323
35290,1,10.786475
,2,4.387857
,D,15.174333
35300,1,10.785107
,2,4.38626
,D,15.171367
35310,1,10.783748
,2,4.384677
,D,15.168425
35320,1,10.782399
,2,4.383109
,D,15.165507
35330,1,10.781059
,2,4.381555
,D,15.162613
35340,1,10.779728
,2,4.380015
,D,15.159743
35350,1,10.778407
,2,4.378488
,D,15.156896
35360,1,10.744453
,2,4.376976
,D,15.121429
35370,1,10.830038
,2,4.375478
,D,15.205516
35380,1,10.829013
,2,4.373993
,D,15.203006
35390,1,10.827994
,2,4.372522
,D,15.200516
35400,1,10.826983
,2,4.371064
,D,15.198047
35410,1,10.825979
,2,4.369619
,7,9.996738
,8,9.996535
,9,9.15574
,A,9.950501
,D,15.195598
,F,19.106241
35420,1,10.824982
,2,4.368187
,D,15.193169
35430,1,10.823992
,2,4.366768
,D,15.19076
35440,1,10.823008
,2,4.365363
,D,15.188371
35450,1,10.822032
,2,4.363969
,D,15.186001
35460,1,10.821062
,2,4.362589
,D,15.183651
35470,1,10.820098
,2,4.361221
,D,15.181319
35480,1,10.819142
,2,4.359865
,D,15.179007
35490,1,10.818192
,2,4.358522
,D,15.176714
35500,1,10.800722
,2,4.347579
,D,15.148301
35510,1,10.794793
,2,4.397349
,D,15.192143
35520,1,10.79397
,2,4.396215
,D,15.190185
35530,1,10.793153
,2,4.395092
,D,15.188244
35540,1,10.792341
,2,4.393979
,D,15.18632
35550,1,10.791535
,2,4.392876
,D,15.184411
35560,1,10.790735
,2,4.391657
,D,15.182392
35570,1,10.789941
,2,4.390306
,D,15.180247
35580,1,10.788775
,2,4.388966
,D,15.177741
35590,1,10.787319
,2,4.387637
,D,15.174957
35600,1,10.753407
,2,4.38632
,D,15.139727
35610,1,10.748684
,2,4.385013
,D,15.133697
35620,1,10.747529
,2,4.383717
,D,15.131246
35630,1,10.746382
,2,4.381885
,D,15.128267
35640,1,10.745243
,2,4.37994
,D,15.125183
35650,1,10.744113
,2,4.34454
,D,15.088652
35660,1,10.74299
,2,4.403423
,D,15.146414
35670,1,10.741876
,2,4.401873
,D,15.143749
35680,1,10.74077
,2,4.400334
,D,15.141105
35690,1,10.739672
,2,4.398808
,D,15.13848
35700,1,10.792582
,2,4.397293
,D,15.189875
35710,1,10.774371
,2,4.395789
,7,9.996763
,8,9.996519
,9,9.151244
,A,9.946796
,D,15.17016
,F,19.098039
35720,1,10.768911
,2,4.394297
,D,15.163208
35730,1,10.767952
,2,4.392816
,D,15.160768
35740,1,10.766999
,2,4.391347
,D,15.158346
35750,1,10.766054
,2,4.389888
,D,15.155943
35760,1,10.765116
,2,4.388441
,D,15.153558
35770,1,10.764186
,2,4.387005
,D,15.15119
35780,1,10.763262
,2,4.38558
,D,15.148841
35790,1,10.762345
,2,4.384165
,D,15.14651
35800,1,10.761435
,2,4.382761
,D,15.144196
35810,1,10.760531
,2,4.381368
,D,15.1419
35820,1,10.759635
,2,4.379986
,D,15.139621
35830,1,10.758745
,2,4.378614
,D,15.137359
35840,1,10.757862
,2,4.377252
,D,15.135114
35850,1,10.756986
,2,4.375901
,D,15.132887
35860,1,10.756116
,2,4.37456
,D,15.130676
35870,1,10.755252
,2,4.373229
,D,15.128481
35880,1,10.754395
,2,4.371908
,D,15.126304
35890,1,10.753545
,2,4.370597
,D,15.124142
35900,1,10.752701
,2,4.369297
,D,15.121997
35910,1,10.751863
,2,4.368005
,D,15.119869
35920,1,10.751032
,2,4.366724
,D,15.117756
35930,1,10.750206
,2,4.365452
,D,15.115659
35940,1,10.749387
,2,4.36419
,D,15.113578
35950,1,10.748574
,2,4.360519
,D,15.109093
35960,1,10.747768
,2,4.520107
,D,15.267875
35970,1,10.746967
,2,4.518981
,D,15.265948
35980,1,10.746172
,2,4.517863
,D,15.264036
35990,1,10.745383
,2,4.516755
,D,15.262138
36000,1,10.744601
,2,4.515655
,D,15.260255
36010,1,10.743824
,2,4.514563
,7,9.996826
,8,9.996448
,9,9.190515
,A,9.977917
,D,15.258387
,F,19.168432
36020,1,10.743052
,2,4.51348
,D,15.256532
36030,1,10.742287
,2,4.512405
,D,15.254692
36040,1,10.741527
,2,4.501155
,D,15.242682
36050,1,10.803773
,2,4.537381
,D,15.341154
36060,1,10.803025
,2,4.536681
,D,15.339706
36070,1,10.802282
,2,4.535987
,D,15.338269
36080,1,10.770249
,2,4.535297
,D,15.305546
36090,1,10.765048
,2,4.534612
,D,15.29966
36100,1,10.76459
,2,4.533931
,D,15.298522
36110,1,10.764136
,2,4.533255
,D,15.297392
36120,1,10.763685
,2,4.532584
,D,15.296269
36130,1,10.763237
,2,4.531917
,D,15.295155
36140,1,10.762793
,2,4.531255
,D,15.294048
36150,1,10.762352
,2,4.530597
,D,15.292949
36160,1,10.761915
,2,4.529943
,D,15.291858
36170,1,10.76148
,2,4.529294
,D,15.290774
36180,1,10.761049
,2,4.528649
,D,15.289699
36190,1,10.760621
,2,4.528009
,D,15.28863
