C
B0#Pd,B1#Pd,B2#Pd,B0#Qd,B1#Qd,B2#Qd,B0#V,B1#V,B2#V,B0#Pg,B1#Pg,B0#Qg,B1#Qg,totPd,totQd,totPg,totQg
Time,Item,Value
,D,14.822549
25790,2,4.475887
,D,14.819887
25800,2,4.473261
,D,14.817261
25810,2,4.47067
,7,9.996989
,8,9.996474
,9,8.944468
,A,9.78046
,D,14.81467
,F,18.724928
25820,1,10.343376
,2,4.468113
,D,14.811489
25830,1,10.342503
,2,4.46559
,D,14.808094
25840,1,10.341639
,2,4.463101
,D,14.80474
25850,1,10.340783
,2,4.550645
,D,14.891429
25860,1,10.339936
,2,4.548222
,D,14.888158
25870,1,10.339097
,2,4.545831
,D,14.884927
25880,1,10.338266
,2,4.543471
,D,14.881737
25890,1,10.337443
,2,4.541143
,D,14.878586
25900,1,10.336628
,2,4.538846
,D,14.875474
25910,1,10.335821
,2,4.536579
,D,14.8724
25920,1,10.335022
,2,4.534342
,D,14.869364
25930,1,10.334231
,2,4.532135
,D,14.866366
25940,1,10.333447
,2,4.529957
,D,14.863405
25950,1,10.332671
,2,4.527808
,D,14.86048
25960,1,10.331903
,2,4.525688
,D,14.857591
25970,1,10.331142
,2,4.523595
,D,14.854737
25980,1,10.330389
,2,4.52153
,D,14.851919
25990,1,10.329643
,2,4.519492
,D,14.849135
26000,1,10.328904
,2,4.517481
,D,14.846385
26010,1,10.328173
,2,4.515497
,D,14.843669
26020,1,10.327448
,2,4.513538
,D,14.840987
26030,1,10.326731
,2,4.511606
,D,14.838337
26040,1,10.326021
,2,4.509699
,D,14.83572
26050,1,10.325318
,2,4.507817
,D,14.833134
26060,1,10.324621
,2,4.505959
,D,14.830581
26070,1,10.323931
,2,4.468193
,D,14.792124
26080,1,10.323249
,2,4.529669
,D,14.852917
26090,1,10.322572
,2,4.528232
,D,14.850804
26100,1,10.321903
,2,4.526815
,D,14.848717
26110,1,10.321239
,2,4.525417
,7,9.997018
,8,9.996441
,9,8.962023
,A,9.794373
,D,14.846657
,F,18.756396
26120,1,10.320583
,2,4.52404
,D,14.844622
26130,1,10.319933
,2,4.522681
,D,14.842613
26140,1,10.319289
,2,4.521341
,D,14.84063
26150,1,10.372651
,2,4.498674
,D,14.871325
26160,1,10.37202
,2,4.447037
,D,14.819057
26170,1,10.371395
,2,4.446828
,D,14.818222
26180,1,10.370776
,2,4.44662
,D,14.817395
26190,1,10.370162
,2,4.446413
,D,14.816576
26200,1,10.369555
,2,4.446209
,D,14.815764
26210,1,10.368954
,2,4.536006
,D,14.90496
26220,1,10.368359
,2,4.535805
,D,14.904164
26230,1,10.36777
,2,4.535605
,D,14.903374
26240,1,10.367186
,2,4.535407
,D,14.902593
26250,1,10.366608
,2,4.53521
,D,14.901818
26260,1,10.366036
,2,4.535015
,D,14.901051
26270,1,10.365469
,2,4.534822
,D,14.900291
26280,1,10.364908
,2,4.53463
,D,14.899538
26290,1,10.364352
,2,4.53444
,D,14.898792
26300,1,10.363802
,2,4.534251
,D,14.898053
26310,1,10.363257
,2,4.534064
,D,14.897321
26320,1,10.362717
,2,4.531386
,D,14.894103
26330,1,10.362183
,2,4.528539
,D,14.890722
26340,1,10.361654
,2,4.525734
,D,14.887387
26350,1,10.36113
,2,4.522969
,D,14.884099
26360,1,10.360611
,2,4.520245
,D,14.880855
26370,1,10.360097
,2,4.51756
,D,14.877657
26380,1,10.359588
,2,4.514914
,D,14.874503
26390,1,10.359084
,2,4.493181
,D,14.852265
26400,1,10.358586
,2,4.551292
,D,14.909877
26410,1,10.358092
,2,4.548932
,7,9.99701
,8,9.996427
,9,8.996023
,A,9.821593
,D,14.907024
,F,18.817616
26420,1,10.357602
,2,4.546608
,D,14.904211
26430,1,10.447118
,2,4.544319
,D,14.991437
26440,1,10.446638
,2,4.542064
,D,14.988703
26450,1,10.446163
,2,4.539843
,D,14.986007
26460,1,10.445693
,2,4.537656
,D,14.983349
26470,1,10.445227
,2,4.535501
,D,14.980728
26480,1,10.444766
,2,4.533378
,D,14.978144
26490,1,10.444309
,2,4.531288
,D,14.975597
26500,1,10.443857
,2,4.529228
,D,14.973086
26510,1,10.443409
,2,4.5272
,D,14.970609
26520,1,10.442966
,2,4.525202
,D,14.968168
26530,1,10.442527
,2,4.523234
,D,14.965761
26540,1,10.442092
,2,4.521296
,D,14.963387
26550,1,10.441661
,2,4.519386
,D,14.961047
26560,1,10.441235
,2,4.517505
,D,14.95874
26570,1,10.440813
,2,4.515653
,D,14.956465
26580,1,10.440395
,2,4.513828
,D,14.954222
26590,1,10.439981
,2,4.512031
,D,14.952011
26600,1,10.439571
,2,4.51026
,D,14.949831
26610,1,10.439165
,2,4.508516
,D,14.947681
26620,1,10.438763
,2,4.506798
,D,14.945561
26630,1,10.438365
,2,4.505106
,D,14.943471
26640,1,10.43797
,2,4.50344
,D,14.94141
26650,1,10.43758
,2,4.501798
,D,14.939378
26660,1,10.437194
,2,4.500181
,D,14.937375
26670,1,10.436811
,2,4.498589
,D,14.935399
26680,1,10.436432
,2,4.49702
,D,14.933451
26690,1,10.490056
,2,4.495292
,D,14.985349
26700,1,10.579685
,2,4.493337
,D,15.073022
26710,1,10.633317
,2,4.491408
,7,9.996891
,8,9.996462
,9,9.086515
,A,9.894468
,D,15.124725
,F,18.980983
26720,1,10.632952
,2,4.489505
,D,15.122457
26730,1,10.632592
,2,4.487627
,D,15.120219
26740,1,10.619979
,2,4.485775
,D,15.105754
26750,1,10.686
,2,4.483948
,D,15.169948
26760,2,4.482145
,D,15.168145
26770,2,4.480366
,D,15.166366
26780,2,4.478611
,D,15.164611
26790,2,4.47688
,D,15.16288
26800,2,4.475172
,D,15.161172
26810,2,4.473486
,D,15.159486
26820,2,4.471823
,D,15.157823
26830,2,4.470183
,D,15.156183
26840,2,4.468564
,D,15.154564
26850,2,4.466967
,D,15.152967
26860,2,4.465391
,D,15.151391
26870,2,4.463836
,D,15.149836
26880,2,4.462302
,D,15.148302
26890,2,4.460788
,D,15.146788
26900,2,4.459295
,D,15.145295
26910,2,4.436398
,D,15.122398
26920,2,4.474688
,D,15.160688
26930,2,4.474328
,D,15.160328
26940,2,4.473971
,D,15.159971
26950,2,4.473617
,D,15.159617
26960,2,4.473266
,D,15.159266
26970,2,4.472918
,D,15.158918
26980,2,4.472572
,D,15.158572
26990,2,4.47223
,D,15.15823
27000,2,4.47189
,D,15.15789
27010,2,4.471553
,7,9.996837
,8,9.996474
,9,9.133604
,A,9.932363
,D,15.157553
,F,19.065967
27020,2,4.471218
,D,15.157218
27030,2,4.470886
,D,15.156886
27040,2,4.470557
,D,15.156557
27050,2,4.470231
,D,15.156231
27060,2,4.469907
,D,15.155907
27070,2,4.469586
,D,15.155586
27080,2,4.469267
,D,15.155267
27090,2,4.468951
,D,15.154951
27100,2,4.468637
,D,15.154637
27110,2,4.468326
,D,15.154326
27120,2,4.468018
,D,15.154018
27130,2,4.467712
,D,15.153712
27140,2,4.467408
,D,15.153408
27150,2,4.467107
,D,15.153107
27160,2,4.466808
,D,15.152808
27170,2,4.466512
,D,15.152512
27180,2,4.466218
,D,15.152218
27190,2,4.465926
,D,15.151926
27200,2,4.465637
,D,15.151637
27210,2,4.46535
,D,15.15135
27220,2,4.465066
,D,15.151066
27230,2,4.464783
,D,15.150783
27240,2,4.464328
,D,15.150328
27250,2,4.463617
,D,15.149617
27260,2,4.462912
,D,15.148912
27270,2,4.462212
,D,15.148212
27280,2,4.461518
,D,15.147518
27290,2,4.46083
,D,15.14683
27300,2,4.460147
,D,15.146147
27310,2,4.45947
,7,9.996833
,8,9.996481
,9,9.127065
,A,9.927152
,D,15.14547
,F,19.054217
27320,2,4.458798
,D,15.144798
27330,2,4.458131
,D,15.144131
27340,2,4.45747
,D,15.14347
27350,2,4.456814
,D,15.142814
27360,2,4.456164
,D,15.142164
27370,2,4.455518
,D,15.141518
27380,2,4.454878
,D,15.140878
27390,2,4.454243
,D,15.140243
27400,2,4.453613
,D,15.139613
27410,2,4.452989
,D,15.138989
27420,2,4.452369
,D,15.138369
27430,2,4.451754
,D,15.137754
27440,2,4.451144
,D,15.137144
27450,2,4.450539
,D,15.136539
27460,2,4.449939
,D,15.135939
27470,1,10.749
,2,4.449344
,D,15.198344
27480,2,4.448459
,D,15.197459
27490,2,4.447441
,D,15.196441
27500,2,4.446431
,D,15.195431
27510,2,4.44543
,D,15.19443
27520,2,4.444436
,D,15.193436
27530,2,4.443451
,D,15.192451
27540,2,4.442473
,D,15.191473
27550,2,4.441503
,D,15.190503
27560,2,4.440541
,D,15.189541
27570,2,4.439587
,D,15.188587
27580,2,4.43864
,D,15.18764
27590,2,4.437701
,D,15.186701
27600,1,10.812
,2,4.43677
,D,15.24877
27610,1,10.811968
,2,4.435846
,7,9.996768
,8,9.996496
,9,9.184009
,A,9.972973
,D,15.247814
,F,19.156982
27620,1,10.8117
,2,4.434929
,D,15.246629
27630,1,10.811432
,2,4.43402
,D,15.245452
27640,1,10.811166
,2,4.433119
,D,15.244284
27650,1,10.810901
,2,4.432224
,D,15.243125
27660,1,10.810637
,2,4.431337
,D,15.241974
27670,1,10.810375
,2,4.429947
,D,15.240321
27680,1,10.810114
,2,4.4282
,D,15.238313
27690,1,10.809854
,2,4.426468
,D,15.236322
27700,1,10.809596
,2,4.424752
,D,15.234348
27710,1,10.899339
,2,4.423051
,D,15.32239
27720,1,10.899083
,2,4.421366
,D,15.320448
27730,1,10.898828
,2,4.419695
,D,15.318523
27740,1,10.898575
,2,4.418039
,D,15.316614
27750,1,10.898323
,2,4.416399
,D,15.314721
27760,1,10.898072
,2,4.414772
,D,15.312844
27770,1,10.897822
,2,4.41316
,D,15.310983
27780,1,10.897574
,2,4.411563
,D,15.309137
27790,1,10.897327
,2,4.409979
,D,15.307307
27800,1,10.897081
,2,4.40841
,D,15.305492
27810,1,10.896837
,2,4.405663
,D,15.302499
27820,1,10.896593
,2,4.473287
,D,15.369881
27830,1,10.896351
,2,4.471542
,D,15.367894
27840,1,10.89611
,2,4.469812
,D,15.365922
27850,1,10.895871
,2,4.468096
,D,15.363967
27860,1,10.895632
,2,4.466395
,D,15.362027
27870,1,10.895395
,2,4.464708
,D,15.360102
27880,1,10.895158
,2,4.463035
,D,15.358193
27890,1,10.894923
,2,4.461376
,D,15.356299
27900,1,10.89469
,2,4.459731
,D,15.35442
27910,1,10.894457
,2,4.4581
,7,9.99674
,8,9.996482
,9,9.24271
,A,10.020041
,D,15.352556
,F,19.262751
27920,1,10.894225
,2,4.456482
,D,15.350707
27930,1,10.893995
,2,4.454878
,D,15.348873
27940,1,10.893766
,2,4.453287
,D,15.347053
27950,1,10.893538
,2,4.45171
,D,15.345248
27960,1,10.893311
,2,4.450146
,D,15.343456
27970,1,10.893085
,2,4.448595
,D,15.34168
27980,1,10.89286
,2,4.447056
,D,15.339917
27990,1,10.892637
,2,4.445531
,D,15.338168
28000,1,10.892414
,2,4.444019
,D,15.336433
28010,1,10.892193
,2,4.442519
,D,15.334712
28020,1,10.891973
,2,4.441031
,D,15.333004
28030,1,10.891754
,2,4.439557
,D,15.33131
28040,1,10.891536
,2,4.438094
,D,15.32963
28050,1,10.891319
,2,4.436644
,D,15.327962
28060,1,10.891103
,2,4.435205
,D,15.326308
28070,1,10.890888
,2,4.433779
,D,15.324667
28080,1,10.890674
,2,4.432365
,D,15.323039
28090,1,10.890462
,2,4.430962
,D,15.321424
28100,1,10.89025
,2,4.429571
,D,15.319821
28110,1,10.890039
,2,4.428192
,D,15.318231
28120,1,10.88983
,2,4.426824
,D,15.316654
28130,1,10.889621
,2,4.425468
,D,15.315089
28140,1,10.889414
,2,4.424123
,D,15.313537
28150,1,10.889208
,2,4.422789
,D,15.311996
28160,1,10.889002
,2,4.421466
,D,15.310468
28170,1,10.888798
,2,4.420154
,D,15.308952
28180,1,10.888595
,2,4.418853
,D,15.307448
28190,1,10.888392
,2,4.417563
,D,15.305956
28200,1,10.888191
,2,4.416284
,D,15.304475
28210,1,10.887991
,2,4.415015
,7,9.996727
,8,9.996508
,9,9.214907
,A,9.997865
,D,15.303006
,F,19.212772
28220,1,10.887792
,2,4.413757
,D,15.301549
28230,1,10.887593
,2,4.412509
,D,15.300103
28240,1,10.887396
,2,4.411272
,D,15.298668
28250,1,10.8872
,2,4.410045
,D,15.297245
28260,1,10.887004
,2,4.408828
,D,15.295833
28270,1,10.88681
,2,4.407622
,D,15.294432
28280,1,10.886365
,2,4.406425
,D,15.29279
28290,1,10.885296
,2,4.405238
,D,15.290535
28300,1,10.884237
,2,4.404061
,D,15.288298
28310,1,10.883187
,2,4.402894
,D,15.286081
28320,1,10.882146
,2,4.401737
,D,15.283883
28330,1,10.881115
,2,4.400589
,D,15.281704
28340,1,10.880093
,2,4.399451
,D,15.279543
28350,1,10.87908
,2,4.398322
,D,15.277401
28360,1,10.878076
,2,4.396403
,D,15.274479
28370,1,10.877081
,2,4.464498
,D,15.341579
28380,1,10.876094
,2,4.463571
,D,15.339665
28390,1,10.875117
,2,4.462652
,D,15.337768
28400,1,10.874148
,2,4.46174
,D,15.335887
28410,1,10.873187
,2,4.460835
,D,15.334023
28420,1,10.872236
,2,4.459939
,D,15.332174
28430,1,10.871292
,2,4.458694
,D,15.329986
28440,1,10.870357
,2,4.457421
,D,15.327778
28450,1,10.86943
,2,4.456157
,D,15.325587
28460,1,10.868512
,2,4.454903
,D,15.323415
28470,1,10.867601
,2,4.453659
,D,15.32126
28480,1,10.866699
,2,4.452424
,D,15.319123
28490,1,10.865805
,2,4.451199
,D,15.317003
28500,1,10.864918
,2,4.449983
,D,15.314901
28510,1,10.863735
,2,4.448776
,7,9.99675
,8,9.996488
,9,9.22075
,A,10.002437
,D,15.312511
,F,19.223188
28520,1,10.862431
,2,4.447579
,D,15.31001
28530,1,10.861139
,2,4.44639
,D,15.30753
28540,1,10.859858
,2,4.445211
,D,15.30507
28550,1,10.858588
,2,4.444041
,D,15.30263
28560,1,10.857329
,2,4.44288
,D,15.30021
28570,1,10.856081
,2,4.441728
,D,15.297809
28580,1,10.854843
,2,4.440584
,D,15.295428
28590,1,10.853616
,2,4.431868
,D,15.285485
28600,1,10.8524
,2,4.449661
,D,15.302061
28610,1,10.851194
,2,4.524085
,D,15.375279
28620,1,10.849998
,2,4.523497
,D,15.373495
28630,1,10.848812
,2,4.522913
,D,15.371725
28640,1,10.847637
,2,4.522332
,D,15.369969
28650,1,10.846471
,2,4.521755
,D,15.368226
28660,1,10.845315
,2,4.521182
,D,15.366497
28670,1,10.84417
,2,4.520612
,D,15.364782
28680,1,10.843034
,2,4.520046
,D,15.363079
28690,1,10.841908
,2,4.519483
,D,15.36139
28700,1,10.840791
,2,4.518924
,D,15.359715
28710,1,10.839684
,2,4.518368
,D,15.358052
28720,1,10.838586
,2,4.517815
,D,15.356402
28730,1,10.837498
,2,4.517267
,D,15.354764
28740,1,10.836419
,2,4.516179
,D,15.352597
28750,1,10.835349
,2,4.514966
,D,15.350314
28760,1,10.834288
,2,4.513761
,D,15.348049
28770,1,10.833236
,2,4.512565
,D,15.345801
28780,1,10.832193
,2,4.511377
,D,15.343571
28790,1,10.831159
,2,4.510198
,D,15.341357
28800,1,10.830134
,2,4.509026
,D,15.33916
28810,1,10.829118
,2,4.507863
,7,9.996786
,8,9.996452
,9,9.234317
,A,10.013122
,D,15.336981
,F,19.247439
28820,1,10.82811
,2,4.506708
,D,15.334817
28830,1,10.827111
,2,4.50556
,D,15.332671
28840,1,10.82612
,2,4.504421
,D,15.330541
28850,1,10.825137
,2,4.50329
,D,15.328427
28860,1,10.824163
,2,4.502166
,D,15.326329
28870,1,10.823197
,2,4.50093
,D,15.324127
28880,1,10.82224
,2,4.499429
,D,15.321669
28890,1,10.82129
,2,4.497938
,D,15.319228
28900,1,10.820349
,2,4.496457
,D,15.316806
28910,1,10.819415
,2,4.494987
,D,15.314402
28920,1,10.818251
,2,4.493526
,D,15.311777
28930,1,10.816901
,2,4.492075
,D,15.308976
28940,1,10.81519
,2,4.490634
,D,15.305824
28950,1,10.81343
,2,4.489202
,D,15.302632
28960,1,10.811685
,2,4.487781
,D,15.299465
28970,1,10.809954
,2,4.486368
,D,15.296322
28980,1,10.808237
,2,4.484966
,D,15.293203
28990,1,10.806534
,2,4.483573
,D,15.290107
29000,1,10.804846
,2,4.482189
,D,15.287035
29010,1,10.803171
,2,4.480815
,D,15.283986
29020,1,10.801511
,2,4.479449
,D,15.28096
29030,1,10.799864
,2,4.478094
,D,15.277957
29040,1,10.79823
,2,4.476747
,D,15.274977
29050,1,10.79661
,2,4.475409
,D,15.272019
29060,1,10.795004
,2,4.474081
,D,15.269084
29070,1,10.79341
,2,4.472761
,D,15.266171
29080,1,10.79183
,2,4.47145
,D,15.26328
29090,1,10.790263
,2,4.470148
,D,15.260411
29100,1,10.788708
,2,4.468855
,D,15.257564
29110,1,10.787167
,2,4.467571
,7,9.99679
,8,9.996476
,9,9.188944
,A,9.976822
,D,15.254738
,F,19.165766
29120,1,10.785638
,2,4.466295
,D,15.251933
29130,1,10.784122
,2,4.465028
,D,15.24915
29140,1,10.782618
,2,4.46377
,D,15.246387
29150,1,10.781126
,2,4.46252
,D,15.243646
29160,1,10.779647
,2,4.461278
,D,15.240925
29170,1,10.77818
,2,4.460045
,D,15.238225
29180,1,10.776725
,2,4.45882
,D,15.235545
29190,1,10.775282
,2,4.457481
,D,15.232764
29200,1,10.773432
,2,4.45588
,D,15.229312
29210,1,10.738369
,2,4.454289
,D,15.192658
29220,1,10.823589
,2,4.452709
,D,15.276297
29230,1,10.821879
,2,4.451139
,D,15.273018
29240,1,10.820183
,2,4.449579
,D,15.269762
29250,1,10.818499
,2,4.44803
,D,15.266529
29260,1,10.816828
,2,4.446491
,D,15.26332
29270,1,10.81517
,2,4.420807
,D,15.235977
29280,1,10.813525
,2,4.508395
,D,15.32192
29290,1,10.811892
,2,4.507043
,D,15.318935
29300,1,10.810272
,2,4.5057
,D,15.315972
29310,1,10.808664
,2,4.504366
,D,15.31303
29320,1,10.807068
,2,4.503041
,D,15.310109
29330,1,10.805484
,2,4.501725
,D,15.307209
29340,1,10.803913
,2,4.500417
,D,15.30433
29350,1,10.801944
,2,4.499119
,D,15.301063
29360,1,10.799724
,2,4.497829
,D,15.297553
29370,1,10.797521
,2,4.496547
,D,15.294068
29380,1,10.795335
,2,4.495274
,D,15.290609
29390,1,10.793166
,2,4.494009
,D,15.287175
29400,1,10.791012
,2,4.492753
,D,15.283766
29410,1,10.788876
,2,4.491506
,7,9.996798
,8,9.996462
,9,9.203532
,A,9.988454
,D,15.280381
,F,19.191986
29420,1,10.786755
,2,4.490266
,D,15.277021
29430,1,10.78465
,2,4.489035
,D,15.273685
29440,1,10.767292
,2,4.487812
,D,15.255104
29450,1,10.938965
,2,4.486597
,D,15.425562
29460,1,10.937015
,2,4.48539
,D,15.422406
29470,1,10.93508
,2,4.484192
,D,15.419272
29480,1,10.93316
,2,4.483001
,D,15.416161
29490,1,10.931255
,2,4.481818
,D,15.413074
29500,1,10.929365
,2,4.480643
,D,15.410008
29510,1,10.927489
,2,4.479476
,D,15.406965
29520,1,10.925628
,2,4.478317
,D,15.403945
29530,1,10.923781
,2,4.477165
,D,15.400946
29540,1,10.921948
,2,4.476021
,D,15.397969
29550,1,10.92013
,2,4.474885
,D,15.395015
29560,1,10.918325
,2,4.473756
,D,15.392081
29570,1,10.916535
,2,4.472092
,D,15.388627
29580,1,10.914758
,2,4.470308
,D,15.385066
29590,1,10.912995
,2,4.468535
,D,15.38153
29600,1,10.911245
,2,4.466775
,D,15.378021
29610,1,10.909509
,2,4.465028
,D,15.374537
29620,1,10.907787
,2,4.463292
,D,15.371079
29630,1,10.898807
,2,4.461569
,D,15.360376
29640,1,10.88284
,2,4.459336
,D,15.342176
29650,1,10.881331
,2,4.456763
,D,15.338093
29660,1,10.879833
,2,4.45421
,D,15.334042
29670,1,10.878346
,2,4.451677
,D,15.330023
29680,1,10.876871
,2,4.449164
,D,15.326035
29690,1,10.875407
,2,4.446672
,D,15.322079
29700,1,10.873955
,2,4.444199
,D,15.318153
29710,1,10.872513
,2,4.441745
,7,9.996744
,8,9.996491
,9,9.222547
,A,10.003901
,D,15.314258
,F,19.226448
29720,1,10.871083
,2,4.439311
,D,15.310394
29730,1,10.869664
,2,4.436896
,D,15.30656
29740,1,10.868255
,2,4.4345
,D,15.302756
29750,1,11.046858
,2,4.432123
,D,15.478981
29760,1,11.045471
,2,4.429765
,D,15.475236
29770,1,11.044095
,2,4.427426
,D,15.47152
29780,1,11.042729
,2,4.425105
,D,15.467834
29790,1,11.041374
,2,4.422802
,D,15.464176
29800,1,11.040029
,2,4.420518
,D,15.460547
29810,1,11.038694
,2,4.418251
,D,15.456946
29820,1,11.03737
,2,4.416003
,D,15.453373
29830,1,11.036056
,2,4.413772
,D,15.449828
29840,1,11.034752
,2,4.411558
,D,15.446311
29850,1,11.033458
,2,4.409363
,D,15.442821
29860,1,11.032174
,2,4.407184
,D,15.439358
29870,1,11.0309
,2,4.405023
,D,15.435923
29880,1,11.029636
,2,4.383856
,D,15.413492
29890,1,11.028381
,2,4.55567
,D,15.584051
29900,1,11.027136
,2,4.553716
,D,15.580852
29910,1,11.025901
,2,4.551777
,D,15.577678
29920,1,11.024674
,2,4.549854
,D,15.574529
29930,1,11.023458
,2,4.547947
,D,15.571405
29940,1,11.022251
,2,4.542808
,D,15.565058
29950,1,11.021053
,2,4.508202
,D,15.529254
29960,1,11.01948
,2,4.50661
,D,15.52609
29970,1,11.017629
,2,4.50503
,D,15.522659
29980,1,11.015791
,2,4.503463
,D,15.519254
29990,1,11.013967
,2,4.555909
,D,15.569876
30000,1,11.012157
,2,4.554368
,D,15.566525
30010,1,11.010361
,2,4.552839
,7,9.996721
,8,9.996425
,9,9.360636
,A,10.114426
,D,15.5632
,F,19.475062
30020,1,11.008579
,2,4.551322
,D,15.559901
30030,1,11.00681
,2,4.549817
,D,15.556627
30040,1,11.001112
,2,4.548325
,D,15.549436
30050,1,11.035744
,2,4.546844
,D,15.582589
30060,1,11.023595
,2,4.545376
,D,15.568971
30070,1,11.011131
,2,4.543919
,D,15.55505
30080,1,11.009773
,2,4.542474
,D,15.552247
30090,1,11.008424
,2,4.54104
,D,15.549465
30100,1,11.007086
,2,4.539619
,D,15.546705
30110,1,11.005758
,2,4.538208
,D,15.543966
30120,1,11.00444
,2,4.536809
,D,15.541249
30130,1,11.003132
,2,4.535421
,D,15.538553
30140,1,11.001833
,2,4.534044
,D,15.535878
30150,1,11.000544
,2,4.532679
,D,15.533223
30160,1,10.999265
,2,4.531324
,D,15.530589
30170,1,10.997996
,2,4.52998
,D,15.527976
30180,1,10.996736
,2,4.528647
,D,15.525383
30190,1,10.995485
,2,4.527325
,D,15.52281
30200,1,10.994244
,2,4.526013
,D,15.520257
30210,1,10.993012
,2,4.524712
,D,15.517724
30220,1,10.99179
,2,4.523421
,D,15.515211
30230,1,10.990576
,2,4.52214
,D,15.512717
30240,1,10.989372
,2,4.52087
,D,15.510242
30250,1,10.988177
,2,4.51961
,D,15.507787
30260,1,10.98699
,2,4.51836
,D,15.505351
30270,1,10.985813
,2,4.51712
,D,15.502933
30280,1,10.984644
,2,4.51589
,D,15.500535
30290,1,10.983485
,2,4.51467
,D,15.498155
30300,1,10.982333
,2,4.51346
,D,15.495793
30310,1,10.981191
,2,4.512259
,8,9.996449
,9,9.321295
,A,10.082972
,D,15.49345
,F,19.404267
30320,1,10.980057
,2,4.507071
,D,15.487128
30330,1,10.978932
,2,4.547711
,D,15.526643
30340,1,10.977815
,2,4.546696
,D,15.524511
30350,1,10.976706
,2,4.54569
,D,15.522396
30360,1,10.97544
,2,4.544691
,D,15.520132
30370,1,10.973956
,2,4.543701
,D,15.517657
30380,1,10.972482
,2,4.54272
,D,15.515201
30390,1,11.025018
,2,4.541746
,D,15.566764
30400,1,11.023565
,2,4.54078
,D,15.564345
30410,1,10.989486
,2,4.539823
,D,15.529309
30420,1,10.984935
,2,4.538873
,D,15.523808
30430,1,10.983781
,2,4.537931
,D,15.521712
30440,1,10.982635
,2,4.536997
,D,15.519632
30450,1,10.981498
,2,4.53607
,D,15.517568
30460,1,10.980368
,2,4.535151
,D,15.515519
30470,1,10.979247
,2,4.53424
,D,15.513487
30480,1,10.978133
,2,4.533336
,D,15.511469
30490,1,10.977028
,2,4.53244
,D,15.509467
30500,1,11.02993
,2,4.531551
,D,15.56148
30510,1,11.02884
,2,4.530669
,D,15.559509
30520,1,11.027757
,2,4.529794
,D,15.557552
30530,1,11.026683
,2,4.528927
,D,15.55561
30540,1,11.025616
,2,4.528067
,D,15.553683
30550,1,11.024556
,2,4.527214
,D,15.55177
30560,1,10.991395
,2,4.518317
,D,15.509712
30570,1,11.076701
,2,4.543607
,D,15.620308
30580,1,11.075932
,2,4.542938
,D,15.618869
30590,1,11.075168
,2,4.541582
,D,15.616751
30600,1,11.07441
,2,4.540239
,D,15.614649
30610,1,11.073657
,2,4.538908
,7,9.996689
,8,9.996433
,9,9.387334
,A,10.135924
,D,15.612565
,F,19.523257
30620,1,11.072909
,2,4.537588
,D,15.610497
30630,1,11.072167
,2,4.53628
,D,15.608447
30640,1,11.071053
,2,4.530923
,D,15.601976
30650,1,11.06993
,2,4.508524
,D,15.578454
30660,1,11.068814
,2,4.507408
,D,15.576221
30670,1,11.067705
,2,4.506302
,D,15.574006
30680,1,11.064318
,2,4.505205
,D,15.569524
30690,1,11.060558
,2,4.504119
,D,15.564678
30700,1,11.056846
,2,4.502508
,D,15.559354
30710,1,11.05318
,2,4.500771
,D,15.553951
30720,1,11.049561
,2,4.679049
,D,15.728609
30730,1,11.045987
,2,4.677341
,D,15.723327
30740,1,11.042457
,2,4.675648
,D,15.718105
30750,1,11.038972
,2,4.673969
,D,15.712941
30760,1,11.03553
,2,4.672305
,D,15.707834
30770,1,11.032131
,2,4.667432
,D,15.699563
30780,1,11.028775
,2,4.633042
,D,15.661817
30790,1,11.02546
,2,4.63169
,D,15.65715
30800,1,11.022187
,2,4.630349
,D,15.652535
30810,1,11.018954
,2,4.62902
,D,15.647974
30820,1,11.015761
,2,4.627702
,D,15.643463
30830,1,11.012608
,2,4.626396
,D,15.639004
30840,1,11.009494
,2,4.625101
,D,15.634596
30850,1,11.006418
,2,4.623818
,D,15.630237
30860,1,11.003381
,2,4.622546
,D,15.625927
30870,1,11.000381
,2,4.621285
,D,15.621665
30880,1,10.997417
,2,4.620034
,D,15.617452
30890,1,10.994491
,2,4.798795
,D,15.793286
30900,1,10.989321
,2,4.797566
,D,15.786887
30910,1,10.9838
,2,4.796349
,7,9.996818
,8,9.996279
,9,9.483406
,A,10.212155
,D,15.780148
,F,19.695561
30920,1,10.978353
,2,4.795141
,D,15.773495
30930,1,10.972981
,2,4.793944
,D,15.766926
30940,1,10.967682
,2,4.792758
,D,15.76044
30950,1,10.962454
,2,4.791582
,D,15.754036
30960,1,10.957297
,2,4.790416
,D,15.747713
30970,1,10.95221
,2,4.78926
,D,15.74147
30980,1,10.947192
,2,4.788115
,D,15.735306
30990,1,10.942241
,2,4.786979
,D,15.72922
31000,1,10.937358
,2,4.785853
,D,15.72321
31010,1,10.93254
,2,4.784737
,D,15.717276
31020,1,10.927787
,2,4.78363
,D,15.711417
31030,1,10.923098
,2,4.782533
,D,15.705631
31040,1,10.918472
,2,4.781446
,D,15.699918
31050,1,10.913909
,2,4.780368
,D,15.694277
31060,1,10.909406
,2,4.7793
,D,15.688706
31070,1,10.904964
,2,4.77824
,D,15.683205
31080,1,10.900582
,2,4.77719
,D,15.677772
31090,1,10.896259
,2,4.776149
,D,15.672408
31100,1,10.891993
,2,4.775117
,D,15.66711
31110,1,10.887784
,2,4.774094
,D,15.661879
