C
G0#P,G1#P,G0#Q,G1#Q,G0#costp,G1#costp,totP,totQ,totC
Time,Item,Value
,8,225462.976944
71710,0,7.834102
,1,6.251286
,2,0.701869
,3,3.20312
,4,125101.533943
,5,100211.958301
,6,14.085388
,7,3.90499
,8,225313.492244
72010,0,7.831843
,1,6.249479
,2,0.701866
,3,3.203123
,4,125030.076767
,5,100154.776637
,6,14.081322
,8,225184.853404
72310,0,7.821889
,1,6.24152
,2,0.701849
,3,3.203136
,4,124715.469149
,5,99903.027062
,6,14.063409
,7,3.904985
,8,224618.496211
72610,0,7.813243
,1,6.234605
,2,0.701835
,3,3.203147
,4,124442.504401
,5,99684.602595
,6,14.047848
,7,3.904982
,8,224127.106996
72910,0,7.80971
,1,6.23178
,2,0.701829
,3,3.203151
,4,124331.057755
,5,99595.424291
,6,14.04149
,7,3.90498
,8,223926.482046
73210,0,7.806669
,1,6.229348
,2,0.701824
,3,3.203155
,4,124235.162011
,5,99518.691197
,6,14.036017
,7,3.904979
,8,223753.853208
73510,0,7.804051
,1,6.227255
,2,0.701819
,3,3.203159
,4,124152.64355
,5,99452.661442
,6,14.031306
,7,3.904978
,8,223605.304992
73810,0,7.801798
,1,6.225453
,2,0.701816
,3,3.203161
,4,124081.632688
,5,99395.839322
,6,14.027251
,8,223477.47201
74110,0,7.787861
,1,6.214308
,2,0.701793
,3,3.203179
,4,123642.906399
,5,99044.772835
,6,14.002168
,7,3.904972
,8,222687.679235
74410,4,123642.906369
,5,99044.77287
,8,222687.679238
74710,4,123642.906281
,5,99044.772977
,8,222687.679258
75010,4,123642.906323
,5,99044.772963
,8,222687.679286
75310,4,123642.906183
,5,99044.773121
,8,222687.679304
75610,4,123642.906377
,5,99044.772876
,8,222687.679254
75910,4,123642.906271
,5,99044.772996
,8,222687.679267
76210,5,99044.773021
,8,222687.679291
76510,4,123642.906308
,5,99044.772967
,8,222687.679275
76810,4,123642.90623
,5,99044.773077
,8,222687.679307
77110,4,123642.906259
,5,99044.77302
,8,222687.679279
77410,4,123642.906231
,5,99044.773065
,8,222687.679296
77710,4,123642.906359
,5,99044.772916
,8,222687.679275
78010,4,123642.906238
,5,99044.773018
,8,222687.679257
78310,4,123642.906153
,5,99044.773126
,8,222687.67928
78610,4,123642.906326
,5,99044.772964
,8,222687.67929
78910,4,123642.906378
,5,99044.772891
,8,222687.679269
79210,4,123642.906369
,5,99044.772919
,8,222687.679289
79510,4,123642.906426
,5,99044.772831
,8,222687.679257
79810,4,123642.906296
,5,99044.772922
,8,222687.679217
80110,4,123642.906159
,5,99044.773136
,8,222687.679295
80410,4,123642.906306
,5,99044.772926
,8,222687.679231
80710,4,123642.906287
,5,99044.772983
,8,222687.67927
81010,4,123642.906305
,5,99044.772964
,8,222687.679269
81310,4,123642.906229
,5,99044.773055
,8,222687.679283
81610,4,123642.906341
,5,99044.772943
81910,4,123642.906389
,5,99044.77287
,8,222687.679259
82210,4,123642.906382
,5,99044.772895
,8,222687.679277
82510,4,123642.906285
,5,99044.773043
,8,222687.679328
82810,4,123642.90636
,5,99044.77293
,8,222687.679291
83110,4,123642.906173
,5,99044.773148
,8,222687.679321
83410,4,123642.906283
,5,99044.772948
,8,222687.67923
83710,4,123642.906289
,5,99044.772987
,8,222687.679277
84010,4,123642.906131
,5,99044.773207
,8,222687.679338
84310,4,123642.906314
,5,99044.772952
,8,222687.679266
84610,4,123642.906211
,5,99044.773068
,8,222687.67928
84910,4,123642.90615
,5,99044.773127
,8,222687.679277
85210,4,123642.906351
,5,99044.772942
,8,222687.679293
85510,4,123642.906378
,5,99044.7729
,8,222687.679278
85810,4,123642.9063
,5,99044.77299
,8,222687.67929
86110,4,123642.90636
,5,99044.772925
,8,222687.679285
86410,4,123642.906345
,5,99044.772897
,8,222687.679242
86710,4,123642.90631
,5,99044.77299
,8,222687.679301
87010,4,123642.906404
,5,99044.772821
,8,222687.679224
87310,4,123642.906331
,5,99044.772976
,8,222687.679307
87610,4,123642.906362
,5,99044.772894
,8,222687.679256
87910,4,123642.906386
,5,99044.772892
,8,222687.679278
88210,4,123642.90642
,5,99044.772841
,8,222687.679261
88510,4,123642.906285
,5,99044.77303
,8,222687.679315
88810,4,123642.906201
,5,99044.773085
,8,222687.679286
89110,4,123642.906257
,5,99044.773015
,8,222687.679272
89410,4,123642.906314
,5,99044.772989
,8,222687.679303
89710,4,123642.906153
,5,99044.773127
,8,222687.67928
90010,4,123642.906281
,5,99044.772977
,8,222687.679258
90310,4,123642.906272
,5,99044.773037
,8,222687.679309
90610,4,123642.906177
,5,99044.773117
,8,222687.679294
90910,4,123642.906322
,5,99044.772966
,8,222687.679288
91210,4,123642.906198
,5,99044.773085
,8,222687.679283
91510,4,123642.906459
,5,99044.772786
,8,222687.679246
91810,4,123642.906211
,5,99044.77309
,8,222687.679301
92110,4,123642.906344
,5,99044.772977
,8,222687.679321
92410,4,123642.906314
,5,99044.772946
,8,222687.67926
92710,4,123642.90636
,5,99044.772914
,8,222687.679275
93010,4,123642.906294
,5,99044.77303
,8,222687.679324
93310,4,123642.906281
,5,99044.773028
,8,222687.679309
93610,4,123642.906367
,5,99044.772894
,8,222687.679261
93910,4,123642.90638
,5,99044.772887
,8,222687.679267
94210,4,123642.906384
,5,99044.772839
,8,222687.679223
94510,4,123642.906368
,5,99044.772939
,8,222687.679307
94810,4,123642.906275
,5,99044.773017
,8,222687.679292
95110,4,123642.906252
,5,99044.772999
,8,222687.679251
95410,4,123642.906444
,5,99044.772809
,8,222687.679253
95710,4,123642.906378
,5,99044.772918
,8,222687.679296
96010,4,123642.90643
,5,99044.772816
,8,222687.679246
96310,4,123642.906325
,5,99044.772923
,8,222687.679248
96610,4,123642.906379
,5,99044.772913
,8,222687.679292
96910,4,123642.906297
,5,99044.772955
,8,222687.679252
97210,4,123642.906325
,5,99044.772957
,8,222687.679282
97510,4,123642.906396
,5,99044.772912
,8,222687.679308
97810,4,123642.90641
,5,99044.77281
,8,222687.67922
98110,4,123642.906243
,5,99044.77306
,8,222687.679303
98410,4,123642.906323
,5,99044.772941
,8,222687.679264
98710,4,123642.906338
,5,99044.772943
,8,222687.679281
99010,4,123642.906363
,5,99044.772865
,8,222687.679228
99310,4,123642.906182
,5,99044.773113
,8,222687.679295
99610,4,123642.906291
,5,99044.773031
,8,222687.679322
99910,4,123642.906303
,5,99044.772921
,8,222687.679224
100210,4,123642.906178
,5,99044.77312
,8,222687.679298
100510,4,123642.906231
,5,99044.773015
,8,222687.679246
100810,4,123642.906341
,5,99044.772899
,8,222687.67924
101110,4,123642.906375
,5,99044.772873
,8,222687.679248
101410,4,123642.906147
,5,99044.773128
,8,222687.679275
101710,4,123642.906243
,5,99044.77304
,8,222687.679283
102010,4,123642.906345
,5,99044.772941
,8,222687.679285
102310,4,123642.906284
,5,99044.772998
,8,222687.679281
102610,4,123642.906226
,5,99044.773062
,8,222687.679287
102910,4,123642.906196
,5,99044.773067
,8,222687.679263
103210,4,123642.906246
,5,99044.77305
,8,222687.679296
103510,4,123642.906238
,5,99044.773065
,8,222687.679303
103810,4,123642.90632
,5,99044.772929
,8,222687.679249
104110,4,123642.906255
,5,99044.773025
,8,222687.67928
104410,4,123642.906257
,5,99044.773016
,8,222687.679273
104710,4,123642.906342
,5,99044.772914
,8,222687.679256
105010,4,123642.906339
,5,99044.772911
,8,222687.679251
105310,4,123642.90626
,5,99044.773007
,8,222687.679267
105610,4,123642.906406
,5,99044.772836
,8,222687.679242
105910,4,123642.906254
,5,99044.773019
,8,222687.679273
106210,4,123642.906375
,5,99044.772883
,8,222687.679258
106510,4,123642.906252
,5,99044.773073
,8,222687.679325
106810,4,123642.906222
,8,222687.679295
107110,4,123642.906197
,5,99044.773079
,8,222687.679276
107410,0,7.817871
,1,6.238307
,2,0.701842
,3,3.203141
,4,124588.585033
,5,99801.495264
,6,14.056178
,7,3.904983
,8,224390.080298
107710,4,124588.585021
,5,99801.495198
,8,224390.080219
108010,4,124588.585515
,5,99801.494744
,8,224390.080259
108310,4,124588.584935
,5,99801.495371
,8,224390.080307
108610,4,124588.585474
,5,99801.494809
,8,224390.080283
108910,4,124588.585172
,5,99801.495109
,8,224390.080282
109210,4,124588.584988
,5,99801.49521
,8,224390.080199
109510,4,124588.585
,5,99801.495227
,8,224390.080227
109810,0,7.812609
,1,6.234098
,2,0.701834
,3,3.203148
,4,124422.49466
,5,99668.590793
,6,14.046707
,7,3.904981
,8,224091.085453
110110,0,7.80728
,1,6.229837
,2,0.701825
,3,3.203154
,4,124254.424969
,5,99534.105025
,6,14.037117
,7,3.904979
,8,223788.529994
110410,0,7.803099
,1,6.226493
,2,0.701818
,3,3.20316
,4,124122.623991
,5,99428.640107
,6,14.029592
,7,3.904978
,8,223551.264098
110710,0,7.787861
,1,6.214308
,2,0.701793
,3,3.203179
,4,123642.906727
,5,99044.770558
,6,14.002168
,7,3.904972
,8,222687.677285
111010,4,123642.906344
,5,99044.77296
,8,222687.679303
111310,4,123642.906246
,5,99044.773046
,8,222687.679292
111610,4,123642.906184
,5,99044.773103
,8,222687.679287
111910,0,7.887897
,1,6.294304
,2,0.701961
,3,3.203053
,4,126809.222639
,5,101578.393307
,6,14.182202
,7,3.905014
,8,228387.615945
112210,4,126809.222594
,5,101578.393369
,8,228387.615963
112510,4,126809.222576
,5,101578.393407
,8,228387.615983
112810,0,7.882521
,1,6.290005
,2,0.701952
,3,3.20306
,4,126638.040125
,5,101441.396347
,6,14.172526
,7,3.905011
,8,228079.436472
113110,0,7.848013
,1,6.262409
,2,0.701893
,3,3.203103
,4,125542.034782
,5,100564.387688
,6,14.110423
,7,3.904996
,8,226106.42247
113410,0,7.787861
,1,6.214308
,2,0.701793
,3,3.203179
,4,123642.906337
,5,99044.772941
,6,14.002168
,7,3.904972
,8,222687.679278
113710,4,123642.906171
,5,99044.773161
,8,222687.679332
114010,4,123642.906325
,5,99044.772952
,8,222687.679277
114310,4,123642.906329
,5,99044.772945
,8,222687.679274
114610,4,123642.906359
,5,99044.77288
,8,222687.679239
114910,4,123642.906143
,5,99044.773133
,8,222687.679276
